,time,code,O,H,L,C,volume,amount,r_1,r_5,r_10,k,rsi,x_1,x_2,y_5_pred,y_10_pred,y_pred
278,2019/9/4,sh.600519,1140.8,1142.91,1120.11,1125.01,3360022,3785904728,0.01687985,-0.049324006,0.017768731,84.96581879,66.11819811,1.2393233192358164,0.6776483464973007,0.006537790817470208,0.015652266614050725,0.0012578186516923329
279,2019/9/5,sh.600519,1129.0,1144.9,1128.0,1144.0,3293084,3746608087,-0.00131993,-0.039335664,0.011730769,86.162205,71.2225103,1.2992105729467556,1.01955335751779,0.005761514362705146,0.015249273772851415,0.0010912028270153315
280,2019/9/6,sh.600519,1144.5,1146.15,1131.0,1142.49,2617659,2978155822,-0.005225429,-0.038065979,0.005698081,86.7137934,70.27544732,1.3268213178539634,0.9561157058693712,0.005905546049088661,0.015324045766980734,0.0011221170175193724
281,2019/9/9,sh.600519,1145.0,1148.0,1135.0,1136.52,2937934,3346080774,-0.011148066000000002,-0.037403653,0.041776652,85.37476216,66.35116679,1.259793711779539,0.6932534184713227,0.006502360362934923,0.015633873399300346,0.0012502140485063913
282,2019/9/10,sh.600519,1134.3,1135.0,1120.01,1123.85,2622707,2952753655,-0.04834275,0.022289451,0.044623393,81.15396724,58.54558323,1.0485142652905293,0.1704076297024449,0.007689452865858269,0.016250135528059956,0.001505005231632407
283,2019/9/11,sh.600519,1119.22,1119.97,1068.0,1069.52,8171654,8904690560,0.027563767000000003,0.070573715,0.091143691,67.93345339,37.34945034,0.3867377749681123,-1.2493848476356637,0.010913013314769278,0.017923600923165275,0.002196892998283816
284,2019/9/12,sh.600519,1066.0,1109.98,1066.0,1099.0,4121133,4498210332,0.0,0.053157416,0.068926297,63.08027726,48.68937344,0.14380335481863182,-0.4897964078703833,0.009188409690676207,0.017028297568091554,0.0018267333041369974
285,2019/9/16,sh.600519,1083.0,1103.95,1083.0,1099.0,3137180,3432292113,-0.004540491,0.045495905,0.046405823,59.03596382,48.68937344,-0.05864199522250765,-0.4897964078703833,0.009188409690676207,0.017028297568091554,0.0018267333041369974
286,2019/9/17,sh.600519,1094.0,1106.66,1087.0,1094.01,2519693,2767385769,0.050173216,0.082257018,0.066809261,54.68750141,46.87186848,-0.27631206649502144,-0.6115393636786156,0.009464820351769942,0.017171792217411632,0.0018860606094609567
287,2019/9/18,sh.600519,1108.5,1150.0,1108.18,1148.9,6931447,7899560194,-0.003394551,0.021846984,-0.001819131,61.82399602,63.65918527,0.08091794814700735,0.5129349079645132,0.006911763587669626,0.01584640923974643,0.001338086166095274
288,2019/9/19,sh.600519,1148.0,1150.0,1137.1,1145.0,2447980,2800064436,0.010847162,0.019213974,0.008733624,67.00654887,62.09095798,0.3403399097210228,0.4078894583698475,0.007150263482588284,0.015970223055931404,0.0013892765074141756
289,2019/9/20,sh.600519,1151.0,1160.0,1147.59,1157.42,3762666,4346138244,-0.007274801,0.014972957,0.014843359,72.04801058,65.16541277,0.5926993016775348,0.613827390794186,0.006682692774551974,0.01572749039679111,0.0012889196324425436
290,2019/9/23,sh.600519,1157.0,1157.0,1131.0,1149.0,3002633,3431058973,0.030461271,0.000870322,0.026979983,74.75632087,61.36946155,0.7282686221105894,0.3595610576631513,0.007259990448721609,0.01602718624419612,0.0014128277163158321
291,2019/9/24,sh.600519,1155.0,1184.9,1152.0,1184.0,3626913,4259833998,-0.008445946,-0.014273649,0.022804054,78.83744429,69.63969968,0.9325565616039712,0.9135310645368344,0.006002232126611761,0.015374238964064426,0.0011428691998667956
292,2019/9/25,sh.600519,1180.0,1188.87,1170.5,1174.0,2402458,2832308420,-0.005962521,-0.023160136,-0.003407155,80.34749993,65.1561001,1.008145100216695,0.6132035949877269,0.00668410906849774,0.01572822564557738,0.0012892236181969875
293,2019/9/26,sh.600519,1174.94,1183.35,1158.81,1167.0,2608194,3050478322,0.00664096,-0.010282776,0.013993145,80.6563666,62.01200094,1.0236059743679802,0.4026006346015378,0.007162271465017341,0.01597645682861181,0.0013918538365123895
294,2019/9/27,sh.600519,1164.0,1183.0,1153.0,1174.75,2282661,2671754323,-0.021068312,-0.000127687,0.000885295,81.96500206,64.16575262,1.0891120652549289,0.5468665933586176,0.006834723568971683,0.015806415013681015,0.0013215507086951472
295,2019/9/30,sh.600519,1163.0,1169.43,1150.0,1150.0,3082514,3565988675,0.014869565,0.026086957,0.016086957,79.69832481,53.30742512,0.9756494773239259,-0.1804628577719146,0.008486084940028024,0.016663695698524394,0.0016759900775428944
296,2019/10/8,sh.600519,1153.0,1180.0,1152.01,1167.1,3104527,3631091491,-0.017384971000000003,0.0376146,0.003170251,79.65477825,58.7351006,0.9734696762988384,0.18310217816783286,0.007660630594291843,0.016235172857175018,0.0014988189734809114
297,2019/10/9,sh.600519,1166.2,1166.2,1135.05,1146.81,3578857,4105282379,0.007141549000000001,0.02022131,0.010551007,76.16432921,50.84546851,0.7987490004197804,-0.34537348050441924,0.008860505406068562,0.016858070739125763,0.001756353682985716
298,2019/10/10,sh.600519,1127.0,1158.93,1109.02,1155.0,4117370,4685560483,0.016969697,0.024528139,-0.004095238,73.14103073,53.67140581,0.6474123821920779,-0.1560821347296398,0.008430729854147952,0.016634958895808415,0.0016641089580945847
299,2019/10/11,sh.600519,1157.0,1175.0,1152.21,1174.6,2868925,3343559812,0.00459731,0.001013111,-0.002766899,74.63902425,59.88113052,0.7223971297925903,0.2598673441377085,0.007486339522304672,0.016144692134921194,0.0014614100703578994
300,2019/10/14,sh.600519,1186.0,1187.66,1170.0,1180.0,2718751,3209362988,0.026271186,-0.009745763,-0.001449153,77.01446552,61.48136759,0.8413040954721143,0.3670569228091777,0.007242971500670551,0.01601835110023778,0.0014091748603683714
301,2019/10/15,sh.600519,1180.0,1215.68,1177.03,1211.0,4003473,4806856333,-0.033856317000000004,-0.033195706,-0.014863749,80.11409223,69.37146391,0.9964614599079464,0.8955636772603243,0.0060430260876443015,0.015395416566656085,0.0011516249973891296
302,2019/10/16,sh.600519,1168.0,1187.5,1160.0,1170.0,5915059,6935972684,0.011393162,-0.009478632,0.011794872,76.29046407,53.16718239,0.8050629066646654,-0.1898568153437364,0.008507413402159367,0.016674768065205053,0.0016805679045339007
303,2019/10/17,sh.600519,1176.0,1186.66,1162.5,1183.33,3050870,3578144114,-0.006371849000000001,-0.027938107,-0.002805642,75.18704995,56.85350435,0.7498295373727604,0.057066159475104426,0.007946788417692772,0.016383727606679374,0.0015602383575689571
